InhTableExport[][0],InhTableExport[][1],InhTableExport[][2]
0.721905,0.998188,142
1.16463,0.775362,142
34.906,0.629227,142
42.2692,1.49698,142
35.0695,0.791667,142
70.6874,2.11111,142
69.4072,1.93237,142
77.279,1.82065,142
80.1749,1.49336,142
97.9904,1.98249,142
113.647,1,142
123.776,0.746981,142
138.179,0.493357,142
