InhTableExport[][0],InhTableExport[][1],InhTableExport[][2]
1.22632,1.81319,98.0598
8.82139,2.31814,98.0598
3.66977,2.31814,98.0598
48.9845,0.133031,98.0598
74.85,0.130767,98.0598
