ExcTableExport[][0],ExcTableExport[][1],ExcTableExport[][2]
4.67056,0.905512,127.905
13.5911,1.47769,127.905
16.3275,1.29921,127.905
17.3479,1.44094,127.905
24.9028,2.53806,127.905
23.2571,1.17848,127.905
30.8993,1.37795,127.905
30.1744,1.47769,127.905
34.2601,0.939633,127.905
35.5656,0.637795,127.905
37.1821,0.724409,127.905
40.3188,1.10761,127.905
40.3188,1.88451,127.905
48.408,0.984252,127.905
50.6051,1.64567,127.905
42.4867,0.976378,127.905
42.4867,0.540682,127.905
46.4256,1.08924,127.905
45.675,2.11811,127.905
45.2644,0.440945,127.905
43.4779,1.02887,127.905
54.9692,0.669291,127.905
52.7988,0.278215,127.905
51.7372,0.51706,127.905
55.6941,1.50656,127.905
60.3992,0.813648,127.905
66.165,1.24672,127.905
64.3819,1.17585,127.905
65.684,1.27822,127.905
56.1046,0.926509,127.905
59.097,2.69816,127.905
61.9005,1.26772,127.905
59.097,2.69816,127.905
68.673,1.35696,127.905
60.9798,0.703412,127.905
68.673,1.35696,127.905
80.4466,2.31234,127.905
67.711,0.666667,127.905
75.4402,1.37795,127.905
84.6329,0.824147,127.905
87.4397,1.38583,127.905
95.5994,1.70604,127.905
91.7601,0.459318,127.905
92.5554,1.09974,127.905
98.5025,1.0315,127.905
97.8223,2.48294,127.905
96.3209,1.19948,127.905
105.234,1.23097,127.905
115.34,1.11811,127.905
112.349,0.574803,127.905
96.661,1.64304,127.905
106.583,1.19423,127.905
117.511,1.11811,127.905
126.462,0.419948,127.905
127.905,1.11024,127.905
87.2697,1.18373,127.905
22.6061,0.64042,127.905
36.7715,1.53018,127.905
47.1763,0.955381,127.905
56.9257,1.00525,127.905
49.2996,1.04724,127.905
63.5607,1.09449,127.905
72.782,1.01312,127.905
75.2701,1.7769,127.905
81.1715,1.13911,127.905
76.8891,0.39895,127.905
78.5347,0.740157,127.905
78.7752,0.732283,127.905
87.6802,1.07874,127.905
83.372,0.818898,127.905
100.626,0.727034,127.905
103.811,0.564304,127.905
103.16,1.0315,127.905
115.868,0.582677,127.905
109.457,0.986877,127.905
123.229,0.75853,127.905
125.741,0.385827,127.905
101.928,0.509186,127.905
93.0364,0.372703,127.905
82.6471,0.603675,127.905
70.8959,0.816273,127.905
73.8203,1.2231,127.905
20.89,1.1811,127.905
