InhTableExport[][0],InhTableExport[][1],InhTableExport[][2]
1.09689,0.314294,132
14.7569,0.882921,132
22.7512,0.794544,132
11.4081,0.940324,132
25.7831,0.691105,132
31.6014,1.00171,132
47.755,1.16368,132
54.2974,1.16368,132
58.8572,1.08923,132
68.2426,0.789997,132
72.9326,0.393294,132
113.918,1.16368,132
103.525,0.69281,132
99.3215,1.16368,132
85.075,1.16368,132
77.9415,1.12788,132
75.7361,1,132
