InhTableExport[][0],InhTableExport[][1],InhTableExport[][2]
9.51204,1.96215,187
14.6728,1.96215,187
21.9794,1.96215,187
18.8126,1.26354,187
38.9019,0.344514,187
25.4246,0.73838,187
74.1741,0.389075,187
54.0934,0.34643,187
86.4299,0.355534,187
97.9084,0.342597,187
115.759,0.347868,187
106.373,1.26162,187
131.824,0.476761,187
130.919,0.492094,187
158.301,1.76234,187
159.956,1.96215,187
157.156,1.96215,187
157.156,1.96215,187
