InhTableExport[][0],InhTableExport[][1],InhTableExport[][2]
94.5908,2.31814,97.6596
76.8977,2.31814,97.6596
71.7597,2.31814,97.6596
68.8456,0.221908,97.6596
55.9179,0.662327,97.6596
25.6514,1.379,97.6596
25.6514,1.379,97.6596
21.4505,1.16162,97.6596
