 ,Min1,Max1,X1,Y1,Min2,Max2,X2,Y2,Min3,Max3,X3,Y3,Min4,Max4,X4,Y4,Min5,Max5,X5,Y5,Min6,Max6,X6,Y6,Min7,Max7,X7,Y7,Min8,Max8,X8,Y8,Min9,Max9,X9,Y9,Min10,Max10,X10,Y10,Min11,Max11,X11,Y11,Min12,Max12,X12,Y12
45,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,1,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
46,0,1,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
47,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
48,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,1,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
49,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,5,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
50,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,1,5,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
51,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,1,104.722,90.082,0,3,102.802,95.922,0,0,105.922,100.402,1,1,104.562,104.482,0,1,105.442,103.522
52,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,1,3,104.722,90.082,0,2,102.802,95.922,0,1,105.922,100.402,1,14,104.562,104.482,1,53,105.442,103.522
53,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,1,3,104.722,90.082,1,2,102.802,95.922,0,2,105.922,100.402,3,35,104.562,104.482,4,172,105.442,103.522
54,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,1,2,104.722,90.082,1,30,102.802,95.922,0,2,105.922,100.402,7,68,104.562,104.482,4,461,105.442,103.522
55,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,2,104.722,90.082,1,194,102.802,95.922,0,4,105.922,100.402,23,223,104.562,104.482,3,474,105.442,103.522
56,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,1,5,104.722,90.082,2,194,102.802,95.922,1,5,105.922,100.402,16,223,104.562,104.482,2,310,105.442,103.522
57,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,1,104.642,87.122,2,165,104.722,90.082,1,12,102.802,95.922,1,15,105.922,100.402,6,25,104.562,104.482,2,262,105.442,103.522
58,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,1,104.722,84.002,1,5,104.642,87.122,9,452,104.722,90.082,0,2,102.802,95.922,1,37,105.922,100.402,1,3,104.562,104.482,1,44,105.442,103.522
59,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,1,104.562,76.722,1,18,104.722,84.002,2,71,104.642,87.122,16,743,104.722,90.082,0,0,102.802,95.922,0,107,105.922,100.402,1,1,104.562,104.482,1,7,105.442,103.522
60,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,7,104.562,76.722,4,142,104.722,84.002,5,208,104.642,87.122,25,410,104.722,90.082,0,0,102.802,95.922,0,65,105.922,100.402,0,1,104.562,104.482,0,1,105.442,103.522
61,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,189,104.562,76.722,10,465,104.722,84.002,4,196,104.642,87.122,1,33,104.722,90.082,0,0,102.802,95.922,0,5,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
62,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,190,104.562,76.722,12,383,104.722,84.002,3,107,104.642,87.122,1,5,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
63,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,1,133,104.562,76.722,13,103,104.722,84.002,3,10,104.642,87.122,0,2,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,2,104.562,104.482,0,0,105.442,103.522
64,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,8,104.562,76.722,8,20,104.722,84.002,1,6,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,1,5,104.562,104.482,0,2,105.442,103.522
65,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,5,104.562,76.722,1,10,104.722,84.002,1,5,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,2,5,104.562,104.482,0,2,105.442,103.522
66,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,5,104.562,76.722,1,9,104.722,84.002,1,4,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,1,3,104.562,104.482,0,1,105.442,103.522
67,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,1,56,104.562,76.722,0,8,104.722,84.002,1,5,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,1,3,104.562,104.482,0,1,105.442,103.522
68,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,1,60,104.562,76.722,0,4,104.722,84.002,1,5,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,1,3,104.562,104.482,0,1,105.442,103.522
69,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,1,58,104.562,76.722,0,2,104.722,84.002,0,3,104.642,87.122,1,3,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,2,104.562,104.482,0,0,105.442,103.522
70,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,2,139,104.562,76.722,0,2,104.722,84.002,0,0,104.642,87.122,1,3,104.722,90.082,0,2,102.802,95.922,0,0,105.922,100.402,0,1,104.562,104.482,0,0,105.442,103.522
71,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,2,205,104.562,76.722,0,2,104.722,84.002,0,0,104.642,87.122,0,1,104.722,90.082,0,1,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
72,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,5,219,104.562,76.722,0,2,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
73,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,4,249,104.562,76.722,0,1,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
74,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,3,216,104.562,76.722,0,1,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
75,0,0,114.963,54.401,0,0,109.363,62.721,0,1,107.603,65.362,0,0,107.043,68.802,3,207,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
76,0,0,114.963,54.401,0,0,109.363,62.721,0,1,107.603,65.362,0,0,107.043,68.802,2,101,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
77,0,0,114.963,54.401,0,0,109.363,62.721,0,1,107.603,65.362,0,0,107.043,68.802,1,54,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
78,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,1,8,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
79,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,4,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
80,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
81,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,1,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
82,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,0,1,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
83,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,7,14,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
84,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,10,104,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
85,0,0,114.963,54.401,0,0,109.363,62.721,0,0,107.603,65.362,13,139,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
86,0,0,114.963,54.401,0,0,109.363,62.721,0,1,107.603,65.362,10,139,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
87,0,0,114.963,54.401,0,0,109.363,62.721,0,3,107.603,65.362,7,46,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
88,0,0,114.963,54.401,0,0,109.363,62.721,1,25,107.603,65.362,2,2,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
89,0,0,114.963,54.401,0,1,109.363,62.721,4,66,107.603,65.362,0,1,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
90,0,0,114.963,54.401,0,1,109.363,62.721,8,71,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,0,105.442,103.522
91,0,0,114.963,54.401,2,13,109.363,62.721,5,35,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,0,0,104.562,104.482,0,1,105.442,103.522
92,0,0,114.963,54.401,3,56,109.363,62.721,3,7,107.603,65.362,0,0,107.043,68.802,0,0,104.562,76.722,0,0,104.722,84.002,0,0,104.642,87.122,0,0,104.722,90.082,0,0,102.802,95.922,0,0,105.922,100.402,1,2,104.562,104.482,0,1,105.442,103.522
