 ,Min1,Max1,X1,Y1,Min2,Max2,X2,Y2,Min3,Max3,X3,Y3,Min4,Max4,X4,Y4,Min5,Max5,X5,Y5,Min6,Max6,X6,Y6,Min7,Max7,X7,Y7,Min8,Max8,X8,Y8,Min9,Max9,X9,Y9,Min10,Max10,X10,Y10,Min11,Max11,X11,Y11,Min12,Max12,X12,Y12,Min13,Max13,X13,Y13,Min14,Max14,X14,Y14,Min15,Max15,X15,Y15,Min16,Max16,X16,Y16,Min17,Max17,X17,Y17,Min18,Max18,X18,Y18,Min19,Max19,X19,Y19,Min20,Max20,X20,Y20,Min21,Max21,X21,Y21,Min22,Max22,X22,Y22,Min23,Max23,X23,Y23,Min24,Max24,X24,Y24,Min25,Max25,X25,Y25,Min26,Max26,X26,Y26,Min27,Max27,X27,Y27,Min28,Max28,X28,Y28,Min29,Max29,X29,Y29,Min30,Max30,X30,Y30,Min31,Max31,X31,Y31,Min32,Max32,X32,Y32,Min33,Max33,X33,Y33,Min34,Max34,X34,Y34
11,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,0,43.441,25.921,0,0,42.161,26.321,0,0,42.321,23.921,0,0,40.721,23.681,0,0,41.761,20.400,0,0,41.601,21.681,0,0,43.761,21.040,0,0,43.041,15.680,0,0,42.721,16.800,0,4,42.081,13.680,0,1,43.521,13.680,0,1,45.841,12.880,3,30,44.481,10.320,1,18,45.441,8.720,1,6,45.601,11.440,0,0,42.081,15.360,0,0,39.921,71.522
12,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,0,43.441,25.921,0,0,42.161,26.321,0,0,42.321,23.921,0,0,40.721,23.681,0,0,41.761,20.400,0,0,41.601,21.681,0,0,43.761,21.040,0,1,43.041,15.680,0,0,42.721,16.800,0,79,42.081,13.680,0,18,43.521,13.680,0,1,45.841,12.880,1,13,44.481,10.320,1,8,45.441,8.720,1,7,45.601,11.440,0,1,42.081,15.360,0,0,39.921,71.522
13,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,0,43.441,25.921,0,0,42.161,26.321,0,0,42.321,23.921,0,0,40.721,23.681,0,0,41.761,20.400,0,0,41.601,21.681,0,0,43.761,21.040,0,2,43.041,15.680,0,0,42.721,16.800,0,141,42.081,13.680,1,36,43.521,13.680,0,21,45.841,12.880,1,6,44.481,10.320,1,30,45.441,8.720,1,6,45.601,11.440,1,2,42.081,15.360,0,0,39.921,71.522
14,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,4,43.441,25.921,0,0,42.161,26.321,0,0,42.321,23.921,0,0,40.721,23.681,0,0,41.761,20.400,0,0,41.601,21.681,0,0,43.761,21.040,1,2,43.041,15.680,0,2,42.721,16.800,0,82,42.081,13.680,0,14,43.521,13.680,0,17,45.841,12.880,0,3,44.481,10.320,0,32,45.441,8.720,1,8,45.601,11.440,1,2,42.081,15.360,0,0,39.921,71.522
15,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,6,43.441,25.921,0,0,42.161,26.321,0,0,42.321,23.921,0,0,40.721,23.681,0,0,41.761,20.400,0,0,41.601,21.681,0,0,43.761,21.040,1,6,43.041,15.680,0,40,42.721,16.800,0,1,42.081,13.680,0,4,43.521,13.680,1,2,45.841,12.880,0,2,44.481,10.320,0,2,45.441,8.720,1,24,45.601,11.440,1,4,42.081,15.360,0,0,39.921,71.522
16,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,1,43.441,25.921,0,0,42.161,26.321,0,0,42.321,23.921,0,0,40.721,23.681,0,0,41.761,20.400,0,0,41.601,21.681,0,0,43.761,21.040,2,11,43.041,15.680,2,85,42.721,16.800,0,1,42.081,13.680,0,2,43.521,13.680,1,2,45.841,12.880,0,1,44.481,10.320,0,0,45.441,8.720,1,36,45.601,11.440,1,4,42.081,15.360,0,0,39.921,71.522
17,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,1,43.441,25.921,0,0,42.161,26.321,0,0,42.321,23.921,0,0,40.721,23.681,0,0,41.761,20.400,0,0,41.601,21.681,0,0,43.761,21.040,3,44,43.041,15.680,2,54,42.721,16.800,0,1,42.081,13.680,0,0,43.521,13.680,0,1,45.841,12.880,0,1,44.481,10.320,0,0,45.441,8.720,0,7,45.601,11.440,1,5,42.081,15.360,0,0,39.921,71.522
18,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,1,42.161,28.001,0,0,43.441,25.921,0,0,42.161,26.321,0,0,42.321,23.921,0,0,40.721,23.681,0,0,41.761,20.400,0,0,41.601,21.681,0,1,43.761,21.040,3,37,43.041,15.680,3,13,42.721,16.800,0,1,42.081,13.680,0,1,43.521,13.680,0,0,45.841,12.880,0,0,44.481,10.320,0,0,45.441,8.720,0,0,45.601,11.440,1,28,42.081,15.360,0,0,39.921,71.522
19,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,1,42.161,28.001,0,0,43.441,25.921,0,0,42.161,26.321,0,0,42.321,23.921,0,0,40.721,23.681,0,1,41.761,20.400,0,0,41.601,21.681,0,4,43.761,21.040,1,5,43.041,15.680,2,11,42.721,16.800,0,1,42.081,13.680,0,0,43.521,13.680,0,0,45.841,12.880,0,0,44.481,10.320,0,0,45.441,8.720,0,0,45.601,11.440,0,28,42.081,15.360,0,0,39.921,71.522
20,0,1,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,0,43.441,25.921,0,0,42.161,26.321,0,0,42.321,23.921,0,0,40.721,23.681,0,2,41.761,20.400,0,0,41.601,21.681,0,57,43.761,21.040,1,3,43.041,15.680,0,9,42.721,16.800,0,1,42.081,13.680,0,0,43.521,13.680,0,0,45.841,12.880,0,0,44.481,10.320,0,0,45.441,8.720,0,0,45.601,11.440,0,3,42.081,15.360,0,0,39.921,71.522
21,0,1,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,1,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,0,43.441,25.921,0,0,42.161,26.321,0,1,42.321,23.921,0,0,40.721,23.681,0,18,41.761,20.400,0,2,41.601,21.681,0,144,43.761,21.040,1,1,43.041,15.680,0,3,42.721,16.800,0,0,42.081,13.680,0,0,43.521,13.680,0,0,45.841,12.880,0,0,44.481,10.320,0,0,45.441,8.720,0,0,45.601,11.440,0,2,42.081,15.360,0,0,39.921,71.522
22,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,1,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,0,43.441,25.921,0,0,42.161,26.321,0,1,42.321,23.921,0,0,40.721,23.681,0,83,41.761,20.400,1,6,41.601,21.681,1,65,43.761,21.040,1,1,43.041,15.680,0,5,42.721,16.800,0,0,42.081,13.680,0,0,43.521,13.680,0,0,45.841,12.880,0,0,44.481,10.320,0,0,45.441,8.720,0,0,45.601,11.440,0,1,42.081,15.360,0,0,39.921,71.522
23,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,0,43.441,25.921,0,0,42.161,26.321,0,6,42.321,23.921,0,1,40.721,23.681,1,30,41.761,20.400,0,31,41.601,21.681,1,3,43.761,21.040,0,0,43.041,15.680,0,1,42.721,16.800,0,0,42.081,13.680,0,0,43.521,13.680,0,0,45.841,12.880,0,0,44.481,10.320,0,0,45.441,8.720,0,0,45.601,11.440,0,0,42.081,15.360,0,0,39.921,71.522
24,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,1,43.441,25.921,0,0,42.161,26.321,0,27,42.321,23.921,0,1,40.721,23.681,1,6,41.761,20.400,0,17,41.601,21.681,0,2,43.761,21.040,0,0,43.041,15.680,0,0,42.721,16.800,0,0,42.081,13.680,0,0,43.521,13.680,0,0,45.841,12.880,0,0,44.481,10.320,0,0,45.441,8.720,0,0,45.601,11.440,0,0,42.081,15.360,0,0,39.921,71.522
25,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,1,43.441,25.921,0,0,42.161,26.321,0,48,42.321,23.921,0,1,40.721,23.681,1,105,41.761,20.400,0,2,41.601,21.681,0,2,43.761,21.040,0,0,43.041,15.680,0,0,42.721,16.800,0,0,42.081,13.680,0,0,43.521,13.680,0,0,45.841,12.880,0,0,44.481,10.320,0,0,45.441,8.720,0,0,45.601,11.440,0,0,42.081,15.360,0,0,39.921,71.522
26,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,1,43.441,25.921,0,1,42.161,26.321,0,18,42.321,23.921,0,8,40.721,23.681,0,218,41.761,20.400,0,2,41.601,21.681,0,1,43.761,21.040,0,0,43.041,15.680,0,0,42.721,16.800,0,0,42.081,13.680,0,0,43.521,13.680,0,0,45.841,12.880,0,0,44.481,10.320,0,0,45.441,8.720,0,0,45.601,11.440,0,0,42.081,15.360,0,0,39.921,71.522
27,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,2,43.441,25.921,0,1,42.161,26.321,1,28,42.321,23.921,0,110,40.721,23.681,0,176,41.761,20.400,0,2,41.601,21.681,0,0,43.761,21.040,0,0,43.041,15.680,0,0,42.721,16.800,0,0,42.081,13.680,0,0,43.521,13.680,0,0,45.841,12.880,0,0,44.481,10.320,0,0,45.441,8.720,0,0,45.601,11.440,0,0,42.081,15.360,0,0,39.921,71.522
28,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,1,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,1,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,2,43.441,25.921,0,1,42.161,26.321,1,22,42.321,23.921,0,189,40.721,23.681,0,3,41.761,20.400,0,1,41.601,21.681,0,0,43.761,21.040,0,0,43.041,15.680,0,0,42.721,16.800,0,0,42.081,13.680,0,0,43.521,13.680,0,0,45.841,12.880,0,0,44.481,10.320,0,0,45.441,8.720,0,0,45.601,11.440,0,0,42.081,15.360,0,0,39.921,71.522
29,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,1,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,1,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,0,42.161,28.001,0,1,43.441,25.921,0,2,42.161,26.321,1,6,42.321,23.921,0,53,40.721,23.681,0,0,41.761,20.400,0,0,41.601,21.681,0,0,43.761,21.040,0,0,43.041,15.680,0,0,42.721,16.800,0,0,42.081,13.680,0,0,43.521,13.680,0,0,45.841,12.880,0,0,44.481,10.320,0,0,45.441,8.720,0,0,45.601,11.440,0,0,42.081,15.360,0,0,39.921,71.522
30,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,4,42.161,28.001,0,3,43.441,25.921,2,19,42.161,26.321,1,7,42.321,23.921,0,1,40.721,23.681,0,0,41.761,20.400,0,0,41.601,21.681,0,0,43.761,21.040,0,0,43.041,15.680,0,0,42.721,16.800,0,0,42.081,13.680,0,0,43.521,13.680,0,0,45.841,12.880,0,0,44.481,10.320,0,0,45.441,8.720,0,0,45.601,11.440,0,0,42.081,15.360,0,0,39.921,71.522
31,0,0,40.801,70.402,0,0,39.921,62.241,0,0,41.281,54.721,0,0,41.121,53.921,0,0,41.201,48.881,0,0,40.641,50.721,0,0,40.881,45.761,0,0,42.961,46.001,0,0,42.801,49.921,0,0,41.761,42.001,0,0,43.441,40.401,0,0,41.841,38.561,0,0,40.881,33.761,0,0,42.721,36.481,0,0,41.201,30.081,0,0,40.481,29.841,0,4,42.161,28.001,1,5,43.441,25.921,3,19,42.161,26.321,1,21,42.321,23.921,0,1,40.721,23.681,0,0,41.761,20.400,0,0,41.601,21.681,0,0,43.761,21.040,0,0,43.041,15.680,0,0,42.721,16.800,0,0,42.081,13.680,0,0,43.521,13.680,0,0,45.841,12.880,0,0,44.481,10.320,0,0,45.441,8.720,0,0,45.601,11.440,0,0,42.081,15.360,0,0,39.921,71.522
