 ,Min1,Max1,X1,Y1,Min2,Max2,X2,Y2,Min3,Max3,X3,Y3,Min4,Max4,X4,Y4,Min5,Max5,X5,Y5,Min6,Max6,X6,Y6,Min7,Max7,X7,Y7
59,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
60,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
61,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
62,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
63,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
64,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
65,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
66,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
67,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
68,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
69,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
70,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
71,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
72,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
73,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
74,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
75,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
76,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
77,0,3,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
78,0,67,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,1,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
79,0,278,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,1,91.202,85.202,0,2,90.722,87.682,0,0,88.402,92.722
80,0,249,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,1,91.202,85.202,0,2,90.722,87.682,0,0,88.402,92.722
81,0,57,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
82,0,1,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
83,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
84,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
85,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,1,88.402,92.722
86,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,1,88.402,92.722
87,0,1,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,1,88.402,92.722
88,0,1,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,1,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
89,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
90,0,0,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
91,0,1,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
92,0,43,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
93,0,123,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
94,0,56,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
95,0,24,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
96,0,2,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
97,0,1,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
98,0,2,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
99,0,3,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
100,0,3,81.442,110.243,0,0,78.242,116.643,0,0,84.962,102.162,0,0,87.282,98.482,0,0,91.202,85.202,0,0,90.722,87.682,0,0,88.402,92.722
