 ,Min1,Max1,X1,Y1,Min2,Max2,X2,Y2,Min3,Max3,X3,Y3,Min4,Max4,X4,Y4,Min5,Max5,X5,Y5,Min6,Max6,X6,Y6,Min7,Max7,X7,Y7,Min8,Max8,X8,Y8,Min9,Max9,X9,Y9,Min10,Max10,X10,Y10,Min11,Max11,X11,Y11,Min12,Max12,X12,Y12,Min13,Max13,X13,Y13,Min14,Max14,X14,Y14,Min15,Max15,X15,Y15,Min16,Max16,X16,Y16,Min17,Max17,X17,Y17,Min18,Max18,X18,Y18,Min19,Max19,X19,Y19,Min20,Max20,X20,Y20,Min21,Max21,X21,Y21,Min22,Max22,X22,Y22,Min23,Max23,X23,Y23,Min24,Max24,X24,Y24,Min25,Max25,X25,Y25,Min26,Max26,X26,Y26,Min27,Max27,X27,Y27,Min28,Max28,X28,Y28,Min29,Max29,X29,Y29,Min30,Max30,X30,Y30,Min31,Max31,X31,Y31,Min32,Max32,X32,Y32,Min33,Max33,X33,Y33
11,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,0,0,51.361,68.802,0,0,52.561,64.962,0,0,54.401,64.402,0,0,56.481,62.081,0,0,55.201,64.002,0,0,54.081,62.721,0,0,55.041,62.401,0,0,55.761,60.801,0,0,54.881,59.921,0,0,56.721,55.121,0,0,56.161,57.121,0,0,57.281,58.001,0,0,58.241,56.081,0,0,58.881,53.281,0,0,57.841,52.161,0,0,59.041,51.121,0,71,64.242,50.081,1,11,61.201,48.881,0,4,63.121,50.481,1,102,61.441,51.201,2,37,63.922,46.881,0,2,62.401,46.481,0,1,64.882,44.721,0,2,63.441,45.441
12,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,0,0,51.361,68.802,0,0,52.561,64.962,0,0,54.401,64.402,0,0,56.481,62.081,0,0,55.201,64.002,0,0,54.081,62.721,0,0,55.041,62.401,0,0,55.761,60.801,0,0,54.881,59.921,0,0,56.721,55.121,0,0,56.161,57.121,0,0,57.281,58.001,0,0,58.241,56.081,0,1,58.881,53.281,0,0,57.841,52.161,0,10,59.041,51.121,1,6,64.242,50.081,1,25,61.201,48.881,2,19,63.121,50.481,2,151,61.441,51.201,0,17,63.922,46.881,0,2,62.401,46.481,0,0,64.882,44.721,0,2,63.441,45.441
13,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,0,0,51.361,68.802,0,0,52.561,64.962,0,0,54.401,64.402,0,0,56.481,62.081,0,0,55.201,64.002,0,0,54.081,62.721,0,0,55.041,62.401,0,0,55.761,60.801,0,0,54.881,59.921,0,0,56.721,55.121,0,0,56.161,57.121,0,0,57.281,58.001,0,0,58.241,56.081,0,1,58.881,53.281,0,19,57.841,52.161,0,155,59.041,51.121,0,3,64.242,50.081,1,53,61.201,48.881,1,65,63.121,50.481,1,69,61.441,51.201,0,1,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
14,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,0,0,51.361,68.802,0,0,52.561,64.962,0,0,54.401,64.402,0,0,56.481,62.081,0,0,55.201,64.002,0,0,54.081,62.721,0,0,55.041,62.401,0,0,55.761,60.801,0,0,54.881,59.921,0,1,56.721,55.121,0,0,56.161,57.121,0,0,57.281,58.001,0,0,58.241,56.081,1,4,58.881,53.281,0,75,57.841,52.161,2,284,59.041,51.121,0,2,64.242,50.081,0,8,61.201,48.881,0,26,63.121,50.481,0,3,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
15,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,0,0,51.361,68.802,0,0,52.561,64.962,0,0,54.401,64.402,0,0,56.481,62.081,0,0,55.201,64.002,0,0,54.081,62.721,0,0,55.041,62.401,0,0,55.761,60.801,0,0,54.881,59.921,0,14,56.721,55.121,0,0,56.161,57.121,0,0,57.281,58.001,0,0,58.241,56.081,1,29,58.881,53.281,0,41,57.841,52.161,1,113,59.041,51.121,0,0,64.242,50.081,0,1,61.201,48.881,0,0,63.121,50.481,0,2,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
16,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,0,0,51.361,68.802,0,0,52.561,64.962,0,0,54.401,64.402,0,0,56.481,62.081,0,0,55.201,64.002,0,0,54.081,62.721,0,0,55.041,62.401,0,0,55.761,60.801,0,0,54.881,59.921,0,108,56.721,55.121,0,0,56.161,57.121,0,0,57.281,58.001,0,3,58.241,56.081,1,85,58.881,53.281,1,9,57.841,52.161,1,29,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,1,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
17,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,0,0,51.361,68.802,0,0,52.561,64.962,0,0,54.401,64.402,0,0,56.481,62.081,0,0,55.201,64.002,0,0,54.081,62.721,0,0,55.041,62.401,0,0,55.761,60.801,0,0,54.881,59.921,0,194,56.721,55.121,0,2,56.161,57.121,0,2,57.281,58.001,1,6,58.241,56.081,2,90,58.881,53.281,1,5,57.841,52.161,0,25,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,1,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
18,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,0,0,51.361,68.802,0,0,52.561,64.962,0,0,54.401,64.402,0,0,56.481,62.081,0,0,55.201,64.002,0,0,54.081,62.721,0,0,55.041,62.401,0,0,55.761,60.801,0,0,54.881,59.921,1,54,56.721,55.121,0,2,56.161,57.121,0,2,57.281,58.001,2,124,58.241,56.081,2,26,58.881,53.281,1,3,57.841,52.161,0,12,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,1,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
19,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,0,0,51.361,68.802,0,0,52.561,64.962,0,0,54.401,64.402,0,0,56.481,62.081,0,0,55.201,64.002,0,0,54.081,62.721,0,0,55.041,62.401,0,0,55.761,60.801,0,0,54.881,59.921,1,22,56.721,55.121,0,2,56.161,57.121,0,5,57.281,58.001,2,182,58.241,56.081,0,3,58.881,53.281,0,0,57.841,52.161,0,0,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,0,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
20,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,2,53.441,67.602,0,1,52.561,68.722,0,2,51.361,68.802,0,0,52.561,64.962,0,0,54.401,64.402,0,0,56.481,62.081,0,0,55.201,64.002,0,0,54.081,62.721,0,0,55.041,62.401,0,0,55.761,60.801,0,0,54.881,59.921,1,36,56.721,55.121,1,3,56.161,57.121,0,29,57.281,58.001,2,111,58.241,56.081,0,1,58.881,53.281,0,0,57.841,52.161,0,0,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,0,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
21,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,1,52.721,69.842,0,2,53.441,67.602,0,1,52.561,68.722,2,4,51.361,68.802,0,0,52.561,64.962,0,0,54.401,64.402,0,0,56.481,62.081,0,0,55.201,64.002,0,0,54.081,62.721,0,0,55.041,62.401,0,0,55.761,60.801,0,0,54.881,59.921,1,85,56.721,55.121,1,3,56.161,57.121,0,203,57.281,58.001,1,13,58.241,56.081,0,0,58.881,53.281,0,0,57.841,52.161,0,0,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,0,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
22,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,2,3,51.361,68.802,0,0,52.561,64.962,0,0,54.401,64.402,0,0,56.481,62.081,0,0,55.201,64.002,0,0,54.081,62.721,0,0,55.041,62.401,0,1,55.761,60.801,0,6,54.881,59.921,3,144,56.721,55.121,1,5,56.161,57.121,1,299,57.281,58.001,0,2,58.241,56.081,0,0,58.881,53.281,0,0,57.841,52.161,0,0,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,0,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
23,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,0,0,51.361,68.802,0,0,52.561,64.962,0,0,54.401,64.402,0,1,56.481,62.081,0,0,55.201,64.002,0,0,54.081,62.721,0,1,55.041,62.401,0,2,55.761,60.801,0,16,54.881,59.921,0,116,56.721,55.121,1,13,56.161,57.121,1,113,57.281,58.001,0,2,58.241,56.081,0,0,58.881,53.281,0,0,57.841,52.161,0,0,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,0,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
24,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,0,0,51.361,68.802,0,0,52.561,64.962,0,1,54.401,64.402,0,2,56.481,62.081,0,1,55.201,64.002,0,1,54.081,62.721,0,44,55.041,62.401,2,30,55.761,60.801,3,15,54.881,59.921,0,12,56.721,55.121,1,38,56.161,57.121,0,7,57.281,58.001,0,1,58.241,56.081,0,0,58.881,53.281,0,0,57.841,52.161,0,0,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,0,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
25,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,0,0,51.361,68.802,0,0,52.561,64.962,0,1,54.401,64.402,1,18,56.481,62.081,0,3,55.201,64.002,1,2,54.081,62.721,1,52,55.041,62.401,5,30,55.761,60.801,2,11,54.881,59.921,0,0,56.721,55.121,0,20,56.161,57.121,0,1,57.281,58.001,0,0,58.241,56.081,0,0,58.881,53.281,0,0,57.841,52.161,0,0,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,0,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
26,0,0,47.121,82.242,0,1,47.441,79.762,0,1,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,0,0,51.361,68.802,0,0,52.561,64.962,0,1,54.401,64.402,2,28,56.481,62.081,0,10,55.201,64.002,1,2,54.081,62.721,4,24,55.041,62.401,4,7,55.761,60.801,1,4,54.881,59.921,0,0,56.721,55.121,0,0,56.161,57.121,0,1,57.281,58.001,0,0,58.241,56.081,0,0,58.881,53.281,0,0,57.841,52.161,0,0,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,0,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
27,1,2,47.121,82.242,0,2,47.441,79.762,0,1,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,0,0,51.361,68.802,0,0,52.561,64.962,0,1,54.401,64.402,2,44,56.481,62.081,0,21,55.201,64.002,1,4,54.081,62.721,3,5,55.041,62.401,1,2,55.761,60.801,0,2,54.881,59.921,0,0,56.721,55.121,0,0,56.161,57.121,0,0,57.281,58.001,0,0,58.241,56.081,0,0,58.881,53.281,0,0,57.841,52.161,0,0,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,0,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
28,1,4,47.121,82.242,0,3,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,0,53.441,67.602,0,0,52.561,68.722,0,0,51.361,68.802,0,0,52.561,64.962,0,1,54.401,64.402,1,15,56.481,62.081,0,11,55.201,64.002,2,13,54.081,62.721,2,3,55.041,62.401,1,2,55.761,60.801,0,2,54.881,59.921,0,0,56.721,55.121,0,0,56.161,57.121,0,0,57.281,58.001,0,0,58.241,56.081,0,0,58.881,53.281,0,0,57.841,52.161,0,0,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,0,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
29,1,4,47.121,82.242,0,3,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,0,51.921,71.922,0,0,52.721,69.842,0,1,53.441,67.602,1,2,52.561,68.722,0,0,51.361,68.802,0,2,52.561,64.962,0,1,54.401,64.402,0,2,56.481,62.081,0,2,55.201,64.002,1,9,54.081,62.721,1,3,55.041,62.401,0,1,55.761,60.801,0,2,54.881,59.921,0,0,56.721,55.121,0,0,56.161,57.121,0,0,57.281,58.001,0,0,58.241,56.081,0,0,58.881,53.281,0,0,57.841,52.161,0,0,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,0,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
30,1,2,47.121,82.242,0,4,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,1,51.921,71.922,2,4,52.721,69.842,0,7,53.441,67.602,1,49,52.561,68.722,1,2,51.361,68.802,0,4,52.561,64.962,1,23,54.401,64.402,0,0,56.481,62.081,0,1,55.201,64.002,0,1,54.081,62.721,0,1,55.041,62.401,0,0,55.761,60.801,0,0,54.881,59.921,0,0,56.721,55.121,0,0,56.161,57.121,0,0,57.281,58.001,0,0,58.241,56.081,0,0,58.881,53.281,0,0,57.841,52.161,0,0,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,0,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
31,1,2,47.121,82.242,0,2,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,31,51.921,71.922,2,5,52.721,69.842,0,26,53.441,67.602,5,49,52.561,68.722,2,14,51.361,68.802,0,23,52.561,64.962,0,7,54.401,64.402,0,0,56.481,62.081,0,1,55.201,64.002,0,0,54.081,62.721,0,0,55.041,62.401,0,0,55.761,60.801,0,0,54.881,59.921,0,0,56.721,55.121,0,0,56.161,57.121,0,0,57.281,58.001,0,0,58.241,56.081,0,0,58.881,53.281,0,0,57.841,52.161,0,0,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,0,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
32,0,0,47.121,82.242,0,0,47.441,79.762,0,0,47.041,76.882,0,0,49.601,75.042,0,0,49.201,73.042,0,49,51.921,71.922,2,19,52.721,69.842,0,104,53.441,67.602,2,9,52.561,68.722,5,21,51.361,68.802,0,77,52.561,64.962,0,2,54.401,64.402,0,0,56.481,62.081,0,0,55.201,64.002,0,0,54.081,62.721,0,0,55.041,62.401,0,0,55.761,60.801,0,0,54.881,59.921,0,0,56.721,55.121,0,0,56.161,57.121,0,0,57.281,58.001,0,0,58.241,56.081,0,0,58.881,53.281,0,0,57.841,52.161,0,0,59.041,51.121,0,0,64.242,50.081,0,0,61.201,48.881,0,0,63.121,50.481,0,0,61.441,51.201,0,0,63.922,46.881,0,0,62.401,46.481,0,0,64.882,44.721,0,0,63.441,45.441
