InhTableExport[][0],InhTableExport[][1],InhTableExport[][2]
3.10645,0.955987,113
19.8645,2.23172,113
29.8785,1.1055,113
0,0.414239,113
34.7485,2.14628,113
48.5149,0.763754,113
57.7551,2.51133,113
51.7089,0.868608,113
59.5657,1,113
61.3763,0.499676,113
64.2515,0.492557,113
69.2685,1.06019,113
70.886,1.46926,113
86.5434,2.5411,113
86.5434,2.5411,113
89.6425,0.760518,113
103.072,0.83301,113
111.338,1.1288,113
110.349,0.878317,113
