InhTableExport[][0],InhTableExport[][1],InhTableExport[][2]
2.75828,1.58293,166
5.18674,1.22579,166
10.602,1.1586,166
33.5324,0.909201,166
18.6244,1.03874,166
40.0868,0.746368,166
45.3748,1.00363,166
47.799,1.00061,166
55.5269,0.468523,166
57.126,0.392857,166
61.9316,0.663438,166
61.9316,0.183414,166
65.7448,0.215496,166
85.5512,0.803269,166
105.629,1.38317,166
108.843,0.999395,166
128.9,1.48002,166
142.252,1.06114,166
145.179,2.28632,166
160.162,0.606538,166
