InhTableExport[][0],InhTableExport[][1],InhTableExport[][2]
7.77194,0.962403,104
18.3361,0.716387,104
23.1465,1.61831,104
35.4742,1.15774,104
45.0719,1.67348,104
37.9463,0.7217,104
36.5785,1,104
46.3919,1.46833,104
56.4264,0.277074,104
58.691,0.435635,104
75.7235,1.67348,104
