InhTableExport[][0],InhTableExport[][1],InhTableExport[][2]
4.69211,0.768185,131.986
10.7626,1.63669,131.986
12.5045,0.708233,131.986
33.4322,1.38289,131.986
95.3261,1.63669,131.986
75.0559,1.26898,131.986
41.9033,1.06355,131.986
72.3899,0.292166,131.986
122.216,1.32734,131.986
115.198,0.451639,131.986
3.3608,0.425659,131.986
79.7043,0.630695,131.986
