InhTableExport[][0],InhTableExport[][1],InhTableExport[][2]
1.63541,1.21748,138
19.4631,2.43174,138
19.2318,1.16479,138
27.5957,1.3858,138
41.8692,0.897527,138
50.9047,1.34083,138
45.9892,0.490845,138
66.1805,1.07485,138
73.6935,0.846772,138
76.8603,0.829425,138
81.2189,2.6309,138
107.588,0.799229,138
113.857,0.925153,138
124.105,2.6309,138
98.4914,0.549952,138
67.3848,0.370704,138
